customerID,Name,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_rate,Churn Score,CLTV,Churn Reason,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Age,Under 30,Married,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Score.1,Churn Category
7384-GHBPI,Nandan Lamichhane,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,1054.5,2992.5,Yes,1,83,2987,Attitude of support person,1,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532,61,No,Yes,Yes,1,Offer E,0.0,13,Yes,No,Yes,0.0,0,0.0,2992.5,2,Churned,83,Attitude
7603-USHJS,Keshab Sherpa,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2212.5,26142.0,Yes,1,78,2010,Attitude of support person,1,United States,California,San Gabriel,91775,"34.114772, -118.089431",34.114772,-118.089431,27,Yes,No,No,0,Offer D,448.8,59,Yes,No,Yes,0.0,0,5385.6,31527.600000000002,3,Churned,78,Attitude
7234-FECYN,Lavina Bhattarai,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Cash,3040.5,23415.0,Yes,1,68,5546,Attitude of support person,1,United States,California,San Gabriel,91776,"34.089927, -118.095645",34.089927,-118.095645,78,No,No,No,0,None,1319.3999999999999,27,No,No,Yes,0.0,0,10555.199999999999,33970.2,3,Churned,68,Attitude
5876-HZVZM,Indira Poudel,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),1677.0,10960.5,Yes,1,87,4914,Attitude of service provider,1,United States,California,West Covina,91792,"34.024405, -117.898722",34.024405,-117.898722,55,No,Yes,Yes,1,Offer E,435.3,20,No,No,No,0.0,900,2611.8,14472.300000000001,1,Churned,87,Attitude
1400-MMYXY,Nirmal Shahi,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3177.0,10039.5,Yes,1,71,2715,Attitude of service provider,1,United States,California,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,71,No,Yes,Yes,1,None,1239.0,2,No,No,Yes,0.0,0,3717.0,13756.5,2,Churned,71,Attitude
3085-QUOZK,Sarmila Gauchan,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,eSewa,1318.5,1318.5,Yes,1,76,3238,Attitude of service provider,1,United States,California,Alpine,91901,"32.827184, -116.703729",32.827184,-116.703729,55,No,No,No,0,Offer E,1034.3999999999999,9,No,No,Yes,0.0,0,1034.3999999999999,2352.9,3,Churned,76,Attitude
3926-CUQZX,Parmesh Shukla,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,1353.0,1353.0,Yes,1,77,4884,Don't know,1,United States,California,Campo,91906,"32.673483, -116.472863",32.673483,-116.472863,27,Yes,No,No,0,Offer E,331.8,58,Yes,No,Yes,0.0,0,331.8,1684.8,3,Churned,77,Other
1041-RXHRA,Medhavi Manandhar,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mobile Banking,2107.5,86041.5,Yes,1,69,3407,Attitude of support person,1,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,-116.561917,25,Yes,No,No,0,None,1223.4,41,Yes,No,Yes,0.0,0,50159.4,136200.90000000002,3,Churned,69,Attitude
1750-CSKKM,Himal Sherpa,Male,0,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Cash,1660.5,13492.5,Yes,1,70,2688,Attitude of support person,1,United States,California,Imperial Beach,91932,"32.579134, -117.119009",32.579134,-117.119009,40,No,No,No,0,Offer E,1230.6000000000001,27,No,No,Yes,0.0,0,11075.4,24567.9,1,Churned,70,Competitor
7142-HVGBG,Bimal Pandey,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3090.0,132429.0,Yes,1,99,2505,Attitude of service provider,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",32.830852,-116.444601,73,No,Yes,Yes,1,Offer B,522.9,26,No,No,Yes,0.0,0,22484.7,154913.7,1,Churned,91,Competitor
8267-ZNYVZ,Mandira Moktan,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Cash,3112.5,100831.5,Yes,1,81,3824,Attitude of service provider,1,United States,California,Spring Valley,91977,"32.726627, -116.994608",32.726627,-116.994608,47,No,Yes,Yes,1,None,469.8,24,Yes,Yes,No,0.0,3000,15503.4,119334.9,1,Churned,81,Attitude
6457-GIRWB,Dwarika Basnet,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2080.5,2080.5,Yes,1,88,2843,Attitude of service provider,1,United States,California,Carlsbad,92008,"33.148116, -117.306043",33.148116,-117.306043,57,No,No,No,0,None,660.9000000000001,26,No,No,Yes,0.0,0,660.9000000000001,2741.3999999999996,2,Churned,88,Attitude
1450-SKCVI,Bipasha Gajmer,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Cash,2215.5,122785.5,Yes,1,72,5276,Attitude of support person,1,United States,California,Del Mar,92014,"32.948262, -117.256086",32.948262,-117.256086,22,Yes,No,No,0,None,1067.7,69,Yes,No,Yes,0.0,0,59791.2,182576.7,3,Churned,72,Attitude
5570-PTWEH,Ambika Moktan,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2254.5,6502.5,Yes,1,78,2270,Attitude of support person,1,United States,California,Encinitas,92024,"33.054579, -117.25665",33.054579,-117.25665,33,No,Yes,Yes,1,None,450.59999999999997,29,No,No,Yes,0.0,0,1351.8000000000002,7854.3,2,Churned,78,Attitude
6502-MJQAE,Narendra Koirala,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2088.0,2088.0,Yes,1,87,2072,Attitude of support person,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,27,Yes,No,No,0,None,1386.3,58,Yes,No,Yes,0.0,0,1386.3,3474.3,1,Churned,87,Competitor
7693-LCKZL,Nirmal Tuladhar,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Cash,2404.5,11550.0,Yes,1,84,5124,Attitude of service provider,1,United States,California,Julian,92036,"32.980678, -116.262854",32.980678,-116.262854,57,No,Yes,Yes,1,None,346.2,19,No,No,Yes,0.0,0,1731.0,13281.0,1,Churned,84,Competitor
0032-PGELS,Subekchya Nepali,Female,0,Yes,Yes,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mobile Banking,915.0,915.0,Yes,1,74,5171,Attitude of service provider,1,United States,California,Palomar Mountain,92060,"33.309852, -116.823091",33.309852,-116.823091,37,No,Yes,Yes,1,None,0.0,19,No,No,Yes,0.0,0,0.0,915.0,1,Churned,74,Attitude
6797-LNAQX,Kuber Raut,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mobile Banking,2949.0,205785.0,Yes,1,98,4794,Attitude of service provider,1,United States,California,Poway,92064,"32.984395, -117.013454",32.984395,-117.013454,34,No,Yes,Yes,1,Offer A,887.7,3,Yes,No,No,0.0,600,62139.00000000001,268524.0,2,Churned,91,Competitor
6394-MFYNG,Radhika Shrestha,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mobile Banking,3222.0,153639.0,Yes,1,89,4956,Attitude of support person,1,United States,California,Solana Beach,92075,"33.001813, -117.263628",33.001813,-117.263628,20,Yes,No,No,0,None,155.70000000000002,47,Yes,No,Yes,0.0,0,7473.6,161112.6,2,Churned,89,Attitude
1564-NTYXF,Mankumari Thapa Magar,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,2460.0,33816.0,Yes,1,99,3363,Attitude of support person,1,United States,California,San Marcos,92078,"33.119028, -117.166036",33.119028,-117.166036,79,No,No,No,0,None,133.5,25,No,No,Yes,0.0,0,1735.5,35551.5,2,Churned,91,Attitude
8155-IBNHG,Juhi Dhami,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2262.0,52435.5,Yes,1,74,2325,Attitude of support person,1,United States,California,San Diego,92103,"32.747484, -117.166877",32.747484,-117.166877,55,No,Yes,Yes,1,None,531.9,29,No,No,Yes,0.0,0,12765.599999999999,65201.1,3,Churned,74,Attitude
0886-QGENL,Nanu Moktan,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3037.5,82633.5,Yes,1,77,4853,Attitude of service provider,1,United States,California,San Diego,92104,"32.741499, -117.127409",32.741499,-117.127409,72,No,Yes,Yes,1,None,1374.6,13,No,No,Yes,0.0,0,37114.200000000004,119747.70000000001,1,Churned,77,Attitude
8739-WWKDU,Vim Sigdel,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cash,2685.0,65884.5,Yes,1,90,4849,Attitude of service provider,1,United States,California,San Diego,92109,"32.787836, -117.232376",32.787836,-117.232376,69,No,No,No,0,None,553.8000000000001,3,No,No,Yes,0.0,0,13845.0,79729.5,1,Churned,90,Competitor
8685-WHQPW,Pallavi Shahi,Female,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,2232.0,50778.0,Yes,1,81,2407,Attitude of service provider,1,United States,California,San Diego,92110,"32.76501, -117.19938",32.76501,-117.19938,79,No,No,No,0,None,152.7,23,No,No,No,0.0,0,3359.4,54137.399999999994,1,Churned,81,Competitor
4745-LSPLO,Kabir Rajbanshi,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,615.0,615.0,Yes,1,84,3731,Attitude of support person,1,United States,California,San Diego,92111,"32.805518, -117.169052",32.805518,-117.169052,22,Yes,No,No,0,None,595.5,0,No,No,No,0.0,0,595.5,1210.5,2,Churned,84,Attitude
8083-YTZES,Kesar Pandit,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2230.5,7960.500000000001,Yes,1,73,3622,Attitude of support person,1,United States,California,San Diego,92113,"32.697098, -117.116587",32.697098,-117.116587,52,No,No,No,0,None,1434.6,13,No,No,Yes,0.0,0,5738.4,13698.9,1,Churned,73,Attitude
7240-FQLHE,Inshika Saaru,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mobile Banking,2992.5,55087.5,Yes,1,68,5857,Attitude of support person,1,United States,California,San Diego,92114,"32.707892, -117.05512",32.707892,-117.05512,68,No,Yes,Yes,1,None,758.1,15,No,Yes,Yes,0.0,0,13645.800000000001,68733.3,2,Churned,68,Attitude
6664-FPDAC,Kalika Gupta,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Cash,3358.5,192567.0,Yes,1,91,4060,Attitude of service provider,1,United States,California,San Diego,92115,"32.762506, -117.07245",32.762506,-117.07245,77,No,No,No,0,Offer B,583.8000000000001,28,No,Yes,Yes,0.0,0,32692.8,225259.8,3,Churned,91,Attitude
0786-VSSUD,Nandan Basnet,Male,1,No,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,eSewa,1170.0,20395.5,Yes,1,92,5692,Attitude of service provider,1,United States,California,San Diego,92123,"32.808814, -117.134694",32.808814,-117.134694,68,No,No,No,0,None,0.0,24,No,No,Yes,0.0,0,0.0,20395.5,1,Churned,92,Competitor
3976-BWUCK,Sapna Neupane,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2823.0,84133.5,Yes,1,94,5255,Attitude of service provider,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,63,No,Yes,Yes,1,None,210.29999999999998,24,No,Yes,Yes,0.0,0,6309.0,90442.5,3,Churned,94,Competitor
3585-ISXZP,Lila Satyal,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mobile Banking,2869.5,23343.0,Yes,1,95,5335,Attitude of support person,1,United States,California,Indio,92201,"33.713891, -116.237257",33.713891,-116.237257,53,No,No,No,0,None,889.8,12,Yes,No,Yes,0.0,0,7118.4,30461.4,3,Churned,95,Attitude
6583-QGCSI,Kavya Luitel,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cash,2641.5,131020.50000000001,Yes,1,87,5813,Competitor made better offer,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,79,No,Yes,Yes,1,Offer B,1113.6,4,No,No,No,0.0,3000,55680.0,189700.5,3,Churned,87,Competitor
4174-LPGTI,Sabina Tamang,Female,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mobile Banking,1995.0,81858.0,Yes,1,65,2517,Moved,1,United States,California,Beaumont,92223,"33.946982, -116.977672",33.946982,-116.977672,49,No,Yes,Yes,1,None,960.6000000000001,28,Yes,Yes,Yes,0.0,0,39384.600000000006,121242.6,3,Churned,65,Other
2108-XWMPY,Rashil Mahatara,Male,0,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,eSewa,1063.5,3205.5,Yes,1,70,2095,Moved,1,United States,California,Cabazon,92230,"33.929812, -116.76058",33.929812,-116.76058,29,Yes,No,No,0,None,0.0,85,No,No,Yes,0.0,0,0.0,3205.5,1,Churned,70,Other
6304-IJFSQ,Subham Khadgi,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,eSewa,1497.0,3903.0,Yes,1,73,5585,Moved,1,United States,California,Calipatria,92233,"33.143826, -115.497485",33.143826,-115.497485,63,No,No,No,0,None,1397.1,16,No,No,Yes,0.0,0,4191.3,8094.3,3,Churned,73,Other
0093-XWZFY,Uttam Ghimire,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3135.0,121105.5,Yes,1,93,2832,Competitor had better devices,1,United States,California,Desert Hot Springs,92241,"33.832799, -116.250973",33.832799,-116.250973,51,No,No,No,0,None,1130.6999999999998,15,Yes,No,Yes,0.0,0,45228.0,166333.5,1,Churned,93,Competitor
1980-KXVPM,Urmila Samal,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2251.5,7687.5,Yes,1,83,3553,Competitor offered higher download speeds,1,United States,California,El Centro,92243,"32.770393, -115.60915",32.770393,-115.60915,68,No,No,No,0,None,714.6,30,No,No,Yes,0.0,0,2143.8,9831.300000000001,1,Churned,83,Competitor
7703-ZEKEF,Sachit Sharma,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Cash,2430.0,57513.0,Yes,1,78,5701,Competitor offered more data,1,United States,California,Heber,92249,"32.730583, -115.501083",32.730583,-115.501083,47,No,No,No,0,Offer D,561.0,24,No,No,Yes,0.0,0,12903.0,70416.0,2,Churned,78,Competitor
0723-DRCLG,Lavina Sapkota,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2233.5,2233.5,Yes,1,94,2394,Competitor made better offer,1,United States,California,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,73,No,Yes,Yes,1,None,938.1,11,No,No,No,0.0,300,938.1,3471.6,2,Churned,94,Other
5482-NUPNA,Sarmila Dhami,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,eSewa,1812.0,8164.499999999999,Yes,1,90,5730,Competitor had better devices,1,United States,California,Imperial,92251,"32.858595, -115.662709",32.858595,-115.662709,28,Yes,No,No,0,None,540.9000000000001,59,No,Yes,Yes,0.0,0,2163.6000000000004,10328.099999999999,1,Churned,90,Competitor
1122-JWTJW,Uttam Pandey,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,eSewa,2119.5,2119.5,Yes,1,82,3463,Competitor had better devices,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,64,No,Yes,Yes,1,None,1130.4,26,No,No,Yes,0.0,0,1130.4,3249.9,1,Churned,82,Competitor
1699-HPSBG,Ishan Tuladhar,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Cash,1794.0,21834.0,Yes,1,69,4581,Competitor offered higher download speeds,1,United States,California,Palm Springs,92264,"33.745746, -116.514215",33.745746,-116.514215,44,No,No,No,0,Offer D,288.0,23,No,Yes,Yes,0.0,0,3456.0,25290.0,3,Churned,69,Competitor
8775-CEBBJ,Nitika Pujari,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,1326.0,12100.5,Yes,1,87,2029,Competitor offered higher download speeds,1,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,40,No,No,No,0,None,1257.6000000000001,29,No,No,Yes,0.0,0,11318.4,23418.9,2,Churned,87,Competitor
6894-LFHLY,Swapan Kumale,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2272.5,2272.5,Yes,1,97,5571,Competitor offered higher download speeds,1,United States,California,Vidal,92280,"34.264124, -114.717964",34.264124,-114.717964,79,No,No,No,0,None,250.5,23,No,No,Yes,0.0,0,250.5,2523.0,1,Churned,90,Competitor
0639-TSIQW,Parmila Acharya,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3088.5,206587.5,Yes,1,70,5620,Competitor offered more data,1,United States,California,White Water,92282,"33.972293, -116.654195",33.972293,-116.654195,28,Yes,No,No,0,Offer A,1125.0,30,No,No,Yes,0.0,0,75375.0,281962.5,1,Churned,70,Competitor
8361-LTMKD,Sundar Pokhrel,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,eSewa,2232.0,9198.0,Yes,1,77,5839,Competitor offered more data,1,United States,California,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,75,No,Yes,No,0,None,318.29999999999995,8,No,No,No,0.0,600,1273.1999999999998,11071.2,2,Churned,77,Competitor
7590-VHVEG,Pinki Lohani,Female,0,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Cash,895.5,895.5,No,0,27,3964,,1,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,36,No,Yes,No,0,Offer E,0.0,10,No,No,Yes,0.0,0,0.0,895.5,3,Joined,27,0
5575-GNVDE,Kamlesh Oli,Male,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,eSewa,1708.5,56685.0,No,0,61,3441,,1,United States,California,Los Angeles,90002,"33.949255, -118.246978",33.949255,-118.246978,46,No,No,No,0,None,512.7,16,No,No,Yes,0.0,0,17431.8,74116.8,3,Stayed,61,0
7795-CFOCW,Chandra Kharel,Male,0,No,No,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mobile Banking,1269.0,55222.5,No,0,66,4307,,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715,53,No,No,No,0,None,0.0,10,No,Yes,Yes,0.0,0,0.0,55222.5,3,Stayed,66,0
1452-KIOVK,Punya Karn,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2673.0,58482.0,No,0,43,4459,,1,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,42,No,No,No,0,Offer D,886.1999999999999,53,No,No,Yes,0.0,0,19496.4,77978.40000000001,4,Stayed,43,0
6713-OKOMC,Kavya Kumale,Female,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,eSewa,892.5,9057.0,No,0,51,2013,,1,United States,California,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.346766,42,No,No,No,0,Offer D,0.0,8,No,No,Yes,0.0,0,0.0,9057.0,3,Stayed,51,0
6388-TABGU,Amish Mahaseth,Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mobile Banking,1684.5,104638.5,No,0,58,4529,,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,48,No,No,No,0,Offer B,238.8,8,No,No,Yes,0.0,0,14805.599999999999,119444.09999999999,4,Stayed,58,0
9763-GRSKD,Bijay Rajput,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,eSewa,1498.5,17623.5,No,0,76,5764,,1,United States,California,Los Angeles,90012,"34.065875, -118.238728",34.065875,-118.238728,37,No,Yes,Yes,1,Offer D,890.4,22,No,No,No,0.0,4500,11575.199999999999,33698.7,3,Stayed,76,0
7469-LKBCI,Mayur Mahara,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),568.5,9804.0,No,0,39,4726,,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,21,Yes,No,No,0,Offer D,978.5999999999999,0,No,No,No,0.0,0,15657.599999999999,25461.600000000002,3,Stayed,39,0
8091-TTVAX,Naman Magar,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),3010.5,170433.0,No,0,71,6432,,1,United States,California,Los Angeles,90014,"34.043144, -118.251977",34.043144,-118.251977,39,No,Yes,Yes,7,Offer B,170.70000000000002,10,Yes,No,Yes,0.0,0,9900.6,180333.60000000003,3,Stayed,71,0
5129-JLPIS,Kaushal Poudel,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,3165.0,80581.5,No,0,75,5822,,1,United States,California,Los Angeles,90016,"34.028331, -118.354338",34.028331,-118.354338,27,Yes,No,No,0,None,312.0,48,Yes,Yes,Yes,0.0,0,7800.0,88381.5,3,Stayed,75,0
3655-SNQYZ,Parvati Pandey,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3397.5,236854.5,No,0,43,5141,,1,United States,California,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,48,No,Yes,Yes,7,Offer A,996.8999999999999,3,Yes,Yes,Yes,0.0,0,68786.09999999999,305640.60000000003,4,Stayed,43,0
8191-XWSZG,Subekchya Basnet,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,eSewa,619.5,30688.5,No,0,35,5186,,1,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,57,No,No,No,0,Offer B,676.5,0,No,No,No,0.0,0,35178.0,65866.5,4,Stayed,35,0
9959-WOFKT,Pawan Danwar,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mobile Banking,3201.0,221467.5,No,0,73,4479,,1,United States,California,Los Angeles,90019,"34.049841, -118.33846",34.049841,-118.33846,61,No,No,No,0,None,440.1,7,Yes,No,Yes,0.0,0,31247.1,252714.59999999998,3,Stayed,73,0
4183-MYFRB,Vandana Chalise,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Cash,2701.5,55887.0,No,0,57,5982,,1,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504,30,No,No,No,0,Offer D,194.70000000000002,73,Yes,No,No,0.0,900,4088.7,60875.700000000004,3,Stayed,57,0
1680-VDCWW,Lokendra Sapkota,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mobile Banking,594.0,6067.5,No,0,77,5279,,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,45,No,Yes,Yes,10,Offer D,331.2,0,No,No,No,0.0,0,3974.3999999999996,10041.900000000001,4,Stayed,77,0
3638-WEABW,Urvashi Upadhyaya,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),1797.0,105153.0,No,0,53,6407,,1,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333,25,Yes,Yes,Yes,1,Offer B,1469.3999999999999,76,No,Yes,Yes,0.0,0,85225.20000000001,190378.19999999998,3,Stayed,53,0
6322-HRPFA,Dilip Acharya,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),1788.0,89109.0,No,0,79,4986,,1,United States,California,Los Angeles,90026,"34.078991, -118.263804",34.078991,-118.263804,42,No,Yes,Yes,3,Offer B,158.7,30,No,Yes,Yes,0.0,0,7776.299999999999,96885.3,3,Stayed,79,0
6865-JZNKO,Sajina Gartola,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mobile Banking,1659.0,45918.0,No,0,65,2725,,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,25,Yes,No,No,0,None,582.3,27,No,No,Yes,0.0,0,17469.0,63387.0,4,Stayed,65,0
5248-YGIJN,Bishwas Mahara,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2707.5,191083.5,No,0,21,5974,,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,36,No,Yes,Yes,9,None,327.6,28,Yes,Yes,Yes,0.0,0,23587.2,214670.69999999998,3,Stayed,21,0
3841-NFECX,Madhavi Sharma,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),2890.5,203008.5,No,0,38,5309,,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,69,No,Yes,Yes,3,None,1410.6000000000001,12,No,Yes,Yes,0.0,0,100152.6,303161.10000000003,4,Stayed,38,0
4929-XIHVW,Omkar Joshi,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2865.0,5449.5,No,0,69,4449,,1,United States,California,Los Angeles,90034,"34.030578, -118.399613",34.030578,-118.399613,79,No,Yes,Yes,10,Offer E,993.0,11,No,No,No,0.0,300,1986.0,7735.500000000001,5,Joined,69,0
